Id,Text,Correct,CorrSize,Network,NetSize,Memories,MemSize,Cor2Net,Cor2Mem,Mem2Net,NetworkND,NetSizeND,MemoriesND,MemSizeND,Cor2NetND,Cor2MemND,Mem2NetND
s00107,Eso es lo que se refleja,esoeslokesereflexa,18,ppppkr(eggeeeeeeeeer(r(r(ssssssssloooorbddeeeeeeer(r(sssfrllllooodogkkkkxeeesssssstdeeer(r(rrrrrrreeeeer(r(ffffffllliggggeeeeeexxxxxxxxxxxxaaaaaaaxxxxxxxxxxax,148,tppkkr(eggeeeeeeeeer(r(sssssssr(oor(nddeeeeeeer(r(llllooodogkkkkeeesssssseeer(r(rrrrrrr(eeeeer(r(fffffr(lllggggeeeeeexxxxxxxxxxoaaaaaxxx,123,130,106,33,r(eger(loder(lodoxeesstderrer(igexaxax,34,r(eger(or(ndder(lodoeserer(exax,26,21,14,14
s00109,"Fondo de las Naciones Unidas para la infancia, UNICEF",fondodelanasonesunidaspar(alaimfansiaunisef,42,ppppppgbgbooofffffffffuuoooooooooonnnddddddooodsoddddddaeelllllaaaaellddddddaaasssssssssiiiiuddddeeeosssssssssuuuubbblllliiieeeooossssssppppttr(aaaaaaar(r(lllllr(eiiiiiigggnfffffffrr(aaaaaalllnnnnnnnsssffpiiiiieeaaaaaaaaaaappppppppppkkguuguuuuuummn~n~n~nniiisssssssssspiiieeeeeeieer(r(fffffffffffffpe,290,kttpbr(lr(r(nofffffuuoooooooonnndddddoodddddaeelllllr(aaaeelddddddaaasssssiiiunddddeessssssssuuuudbr(llliieeaooosssssppppttr(oaaaaar(r(lllllr(eiiiiiigfffffffr(aaaaaar(llnnnnnnnsssiiiieeaaaaaaaaaptkkuuuuuuuunnmnliisssssssssiieeeeeeeeer(r(ffffffffff,234,257,199,80,bofuonndosodeellaelaassideosubliossptr(ar(ignr(aaliagugunisper(e,60,kbr(ofuonndodeelr(aelaassiunddeesubr(iossptr(ar(ifr(ar(siakuunisier(,60,33,31,18
s00119,Cocinar es un acto de generosidad,kosinaesunaktodexener(osidad,27,ppkkkkkkxoooooossssssssffxiiiiiiinnnnnddeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaappddppppppppkgeeeeeessssssuuuuuuuunnnnddddaaaaaaaadtttppptttooooddddeeeepffffxxxxeeelnnnnnlnr(r(rrrrrr(ooousssssssffiiiiiiddddddr(aaaaaaaaaadddttppptddddddddddaddo,233,kkkkkkoooooodssssssiiiiiinnnnnddlaaaaaaaaaaaaaaaar(r(ooaaaaaaaaaaaadbpkbtkkeeer(ssssssuuuuuuuunnnnnddnaaaaaaapppttuoooddddeeefffxxxeeennnnlnr(r(rrrrr(r(ooossssssiiiilldddddr(aaaaaaaaaar(ltttttdda,186,208,161,69,xosxinddegesunndadtodexxeelusfir(aadado,38,kossindlar(aader(unndatudexxeenossir(ar(a,37,18,19,18
s00125,para una buena parte de las personas no,par(aunabuenapar(teelasper(sonasno,31,pppppppr(aaaaar(r(r(r(aaaaaoogoouuuuummnmmlaaaaaaobgouuuuaaerrr(r(r(aaaaapppppppppuuaaaaar(r(r(dsfpttttr(r(eeeeeeeeeeeellllr(aaaar(r(ssppppptpppppr(eeer(r(r(r(r(xxxxxxxsspbooooooor(r(nnnnnlnaaaaaaaaaassxssssdddppppppppppbbbbnnnmmmn~n~n~nlaaoaaaoar(aaaaoooouxxxxtSxxxellld,242,pptpppr(aaaar(r(r(r(r(aaaanr(goouuuuunmnnlleaaaaaoguuuuaar(rr(r(r(r(aaaaappppppbuuaaaaar(r(r(ttttr(r(r(eeeeeeeeeeeellllr(aaaar(r(sstptpppppr(eeer(r(r(r(r(ssooooooonnnnnlaaaaaaaaaassdttpppppppbbbnnnnmmmnnr(eooaar(r(r(aaaaooonldll,197,212,169,71,pr(ar(agunlaguerr(apuar(tr(elr(ar(sppr(er(sor(aaslar(axel,46,pr(ar(ar(guunoguar(abar(tr(elr(ar(stpr(er(onlaastr(ar(aond,46,21,24,17
s00134,Empaque y envase en la industria de los alimentos,empagiZembaseeleindustr(aelosalimentos,37,r(eeeeeeeegbmmmmmmppppppr(aaaaaaaaaapppptpdiiiiiiiiiiiiieoommn~n~mn~mbbbr(aaaaaaaaaasssssssstteieeeeeeeeeeeggeeeeeeeeeer(lllliieeeeeeennmmmmmbn~n~llluuuossssssstdeieeeeeeeeeeggggoooosssssdr(aaallllllliiiign~n~n~mn~mbgeeeeeeeeeenddtppttttttur(uxxxxxxxxxxxxsssffffffd,250,r(eeeeeeemmmmmpppppbr(aaaaaaaaar(aiiiiiiiiiiiiiemmbbbr(aaaaaaaaassssssseeeeeeeeeeeeggeeeeeeeeelr(lllieeeeeeennnmmmmllluuussssssddlieeeeeeeeeelgggoooossbr(r(ar(r(lllllliiiimuueeeeeeeeelnddtptttttdr(exxxxxxxxxsss,200,221,171,67,r(egmppr(adiommbbr(aasstieger(ienmblosstdeegosr(aalimbendtusd,56,r(empbr(ar(ambbr(aasegeliensielgosbr(r(ar(imuelndex,44,30,27,27
s00137,desde hace mucho tiempo viven de la limosna de las palabras,desdeasemutSotiempobibendelalimonaelaspalabr(as,45,ddgbgdddddeeeeeesdddddiieeaaeessssstieeeonn~mmuuuur(llZtStStSr(eeeeeeeepptttttZiiiiieeaaon~mmn~kpppppppuuouuouuuuooooobbbbbbbbiiiiiibbbiieeeeennnnddddeeeelllleeaaeellllliiiubn~n~n~n~n~n~mmbuuuuuoor(r(r(rr(nnnnnllaaaaadddeelllllr(aaaassssuuppppppppaaallllllaaaaaaaaaaabbbger(r(r(r(r(eaaaaaapsssssssssssssssssssssssfpdp,293,ddgdddddeeeeeedddddieear(esssstiieemnuuuur(litSeeeeeeeetptttttiiiiiieeaanmmppppppuuuuuouuuuuooobbbbbbbbiiiiiibbbieeeeennnddddeeeelllleeaeer(lllliiiumubuuuuuoor(r(r(r(r(nnnnnlaaaaadddeeellllaaassssuubpppppaaar(lllllr(aaaaaaaaar(bbbger(r(r(r(r(eaaaaassssssssssssssssssssss,253,249,210,57,deesdiesstionmutSen~pubiibbiennddeelaelumbor(laaddeelr(aasupaallar(asp,65,dediar(esstientSetiamppubiibbiennddeelar(umubor(laaddeellaasupar(r(ar(er(aas,68,34,37,23
s00139,no tiene nada que ver con el título y no debe usarse como tal,notinenadakeber(koneltituloinodebusar(sekomotal,45,ppppllnnmnnllloooaddadtttttiiiiiiZddddeeeeeeanndddaaaaaaaaaaaaaaaaar(aapkttteiigbbbueeeeeer(r(egkkkkgoooooldddeeeeelllllsdpppptptZiiiiiiiiiiptttttuuuuuuulllllloooooooooooouubppppppppppppppppppppppppppiiiiiinmnllllooooooodddddeeeeer(bbbllllluuuosssdddr(eaaaar(r(r(r(r(r(ssstdeeeeeekkkkkkkooouummbbbbuuooobppptttttr(aaaaaaaaaallllllllllllllliellpr(p,334,tppbr(r(nnmnnllloooaddadtttttiiiiildeeeeennlddaaaaaaaaaaaaaaaar(r(r(aktteibbbbueeeeeer(r(ekkkkoooonddeeeeelllllpppttiiiiiiiiiiitttttuuuuuullllllooooooooooooubkppr(bpppppppppkkktptiiiiiinlllloooooodddddeeeeer(bblllluuuusssddr(eaaaar(r(r(r(r(r(sssttr(eeeeekkkkkkkooouummbbbuuuuoobptttttr(aaaaaaaaaar(llllllllllllieeelr(r(,298,292,255,65,ladadiZdenndar(aktibuer(egodeelitulunloder(blosar(stdekommbotr(aalielpr(,66,br(ladaddeendar(aktibuer(ekoonddeeltitulupr(ktiloder(blusar(sttr(ekommbotr(ar(iel,72,35,36,22
s00142,La agricultura y ganadería de acuerdo con la ordenación general de la economía,lagr(ikultur(iganader(iadeaguer(dokolaor(denasionxener(aldelakonomia,62,plllllllllllleaaaaaaaaar(r(eeeer(r(r(r(iiiiigkkkkkkkkuulllllllltptttr(uuuor(r(eeeeeeeeeegr(geeeeeeaar(nlr(r(aaaaadddddeeeeeeeeeeobbbiiiiiiiiiiiiiiiieeeaaaaaaaaaaar(r(r(r(aaadppddddndddddddeeeeeeeeekkkkggggguuuuuoor(r(daoooddddooooooopkkkkkooooullllggoooor(r(lllddeeeeennnnnddaaanlnsssssssiiiiiooooouunnggkxkxgeeeenllddeeer(r(gger(aaaaar(llllddddeeeeellllleaaaoagkkkkkuuuooolmmbmmmuuuummmmmmbbbmiiiiiiin~n~n~n~n~eaaaaaaaaaaaaaaaann,400,r(lllllllllllaaaaaaaar(r(r(eeer(r(r(r(iiiiikkkkkkkkuulllllllptttr(uuuur(r(r(eeeeeeeeer(eeeeeeer(nlr(r(aaaaadddddeeeeeeeeeer(bbr(iiiiiiiiiiiiiiieeeeaaaaaaaaaar(r(r(r(aaadbddldddddddeeeeeeeekkkkkggguuuuoar(r(dr(oooddddoooooookkkkkooor(lillggoor(r(r(lllddeeeeennnndoeaar(ssssssiiiioooouunngkkeeeelllddeeelr(ller(aaaaar(llllddddeeeeellllleaaaookkkkkuuoor(r(mmmmmmuuuummmmmiiiiiiieaaaaaaaaaaar(aaannn,359,345,308,70,lar(er(ikkultr(or(egr(ar(r(aaddebiar(aadnddeggudokolgor(deenndalsiunendder(er(ar(deelakulmbumbian,85,lar(er(ikkultr(er(er(r(aadder(br(iar(aaddegguar(odokor(igor(deennder(siunkeldeeler(ar(deelakur(mumiar(an,87,41,43,24
s00145,Trabajo educativo en las calles de la Ciudad de México: El caracol,tr(abaxuedukatiboenlaskaZesdelasuademexikoelkar(akol,50,pppppttr(r(r(r(aaaaaaabbbbuoaaaaaaaaagxxxxuuuuueeedlluuuuuuuupkkkkkkeaaaaaappppttttr(r(iiiiiiiiigbbbbugguuoooooooooobbbppppppppppppppppppppppppkkgeeeeeelllllllaaaaaasssssssttkkkkkkaaaaaaeeeeZZieeeeelsddddeeelllllaaaar(rrfffrrriiieeaaaaaaadeeeeeeeommmmbbbeeeeeeexxxxxxxxxiiiiiiggkpkkkkkkoouoooooooooooobppppppppppppppppppppppppppr(r(eeeeeeeellllgppppkkkkkgaaaaar(r(r(r(aaaaaakpppkkkkkuuuooooooor(r(r(r(r(r(r(eeeer(g,393,ttppttr(r(r(r(r(aaaaaabbbbuoaaaaaaaaaxxxuuuueeedlluuuuuutkkkkkkeaaaattpttttr(r(iiiiiiiiilbbbbubguuooooooooobbbbppppppppppppptbppbtbbkkgeeeeelllllllr(aaaasssssssdtkkkkkkaaaaaaaeeeiiieeeeeeddddeeellllleaar(r(iiir(daaaaar(deeeeeemmmbbbeeeeeexxxxxxiiiiigkkkkkkkouuuoooooooooolbbppppppppppppppbkkpkpptpdr(r(eeeeeeeellllkpkkkkkaaaaar(r(r(r(aaaaatkkkkkuuuoooooaor(r(r(r(r(r(r(eeeer(,349,347,305,83,tr(r(abaxulatr(ibuguellaassteeldeellareadeommbexxikkopr(elgar(akur(er(g,64,tr(r(abaxulatr(ibuguelr(aastideelar(idar(dembexxikkor(elkar(akur(er(,58,32,29,15
s00147,El morado nos indica que es tiempo de adviento de cuaresma,elmor(adonosindikakestiempodeadbientodekuar(esma,46,ppkgeeeeer(r(iinbmmnin~gbbuoooor(r(r(r(aaaaaaaaadddoddddollnddoooonssssstSsiiiiinnnnmmmmdddddgiiiiiiiiiikkkkkkkeeeaaaeeakkkkkkkeeeeeeegsssssssttttttpliiiiiiieeeommmmmppttttttuooodddddiiiiieeaaeeeelllbppbbbbiiiiiiiieeeeeeeennnkkppppttttttuuooooooooooooobppddddeeeeeekkkkkuuuuuoaaar(r(r(r(eeeeeeeeeeer(lsssssmmmmn~mmbbaaaar(aaaaaa,313,ppkeeeelr(iilbnnmgbbuoooobr(r(r(r(aaaaaaaadddoddlllnddoooousssiiiilnnnnmmmdddddiiiiiiiiiikkkkkkkeeeaaaeekkkkkkeeeeeeegsssssstttttiiiiiiieeeommmmmkpttttttuoooddddiiiiieeaaeeeeellbbbbbiiiiiiiieeeeeeeennnkktpttttttuuooooooooounbbddddeeeeelkkkkuuuuuuaaar(r(r(r(eeeeeeeeeeeessssmmmmmmmbaaaar(aadaa,282,269,237,51,er(ibibor(aadodondonsigikakegstiommptudielbienttudekuar(er(mbar(a,60,kelobr(r(aadondusidikakegstiomptudielbienktuunddeelkuar(esmbar(aada,63,26,28,22
