Id,Text,Correct,CorrSize,Network,NetSize,Memories,MemSize,Cor2Net,Cor2Mem,Mem2Net,NetworkND,NetSizeND,MemoriesND,MemSizeND,Cor2NetND,Cor2MemND,Mem2NetND
s00107,Eso es lo que se refleja,esoeslokesereflexa,18,ppppkr(eggggggggeeer(r(ssssssssssououubddeeeeeeer(r(ssssllllooooookkkkkkeeessssssseeeer(r(r(rrrrrreeeer(r(r(ffffffr(r(iigggggeeeeegxxxxxxxxxxxaaaaaaaxxxxxxxaaaaa,148,ppppgr(r(gggeggggeeer(r(sssssssssouoouuddeeeeeeer(r(sssr(llloooooogkkkkeeessssseeeer(r(r(r(rrrrreeeer(r(r(ffffr(r(iigggggeeeeegxxxxxxxaaaaaaaxxxxxxaaa,134,131,117,22,r(eger(uder(loeserrer(igegax,24,gr(eger(der(loeserrer(igegax,24,14,14,2
s00109,"Fondo de las Naciones Unidas para la infancia, UNICEF",fondodelanasonesunidaspar(alaimfansiaunisef,42,tppppkkfoooosffffffffoooooooooooddnnnddddddooodoodddddeaeelllllaaaaallldddddaaassssstStStStSiiiuuddddeeeasssssssssuuuulllllllddddeeoaassssstpptttttoaaaaar(r(lllllddliiiinnnnfffffffffr(r(aaaaaar(nnnnnnnnssssttdiiiiieeaaaaaaaaar(r(r(r(tkttttkkkkguuuuuuuumnnmnnliiiissssssssttttieeeeeeeeeer(nffffffffffffftr(,290,ggpppooooffffoooooooooooddnnnddddddooooooddddeaeellllleaaaallldddddaaasssstSiiiuuddddeeeassssssssuuuullllllldddeeeaaasssssppptttdoaaaaar(r(lllllddr(iiiinnnffffffaaaaaaar(lnnnnnnsssttdiiiiieeeaaaaaaaar(r(r(r(tkktttkkkkguuuuuuuumnnmnnliiissssssstttdeeeeeeeeeeeofffffr(,256,256,222,50,foosfonndododeellaalaasideasudeassttor(infr(ar(stiar(kgunistier(ntr(,62,pofonndodeelaalaasideasudeasspor(infar(stiar(kgunistdefr(,53,37,27,13
s00119,Cocinar es un acto de generosidad,kosinaesunaktodexener(osidad,27,ttkkkkkkoooooosssssssssssiiiiiiiinnnnnddleaaaaaaaaaaaaaaar(r(r(r(aaaaaaaaaaannr(ttttttttttpbr(ieeer(r(ssssssouuuumnnnnnnndllaaaaaaaakttkppptttoooodddddeeegkkxxkkkiieennnnnnller(rrrrr(oooosssssssssZiiiiinndddddr(aaaaaaaaaar(r(ddttttdtdddttttr(aastt,233,gdkkkkkkoooooossssssssssiiiiiinnnnnnnleaaaaaaaaaaaaaaar(r(r(r(aaaaaaooaaadddddggdgpbr(geeer(r(ssssssuuuunnnnnnnnlllaaaaaaaagkpppttr(oooddddeeeegggkkkkiieennnnner(er(rrrrr(oooossssssssiiiinndddddr(aaaaaaaaaar(r(ddtttdddddr(r(ae,210,206,184,52,koossinder(ar(br(ier(unndlaktodeegenerosindr(ar(tr(aast,48,koossiar(aadbr(er(unlatr(odeegener(erossindr(ar(r(a,43,25,22,17
s00125,para una buena parte de las personas no,par(aunabuenapar(teelasper(sonasno,31,pptppppr(aaaar(r(r(r(r(aaaaadggooouuuuummmmnr(aaaaaabbggguuoear(r(r(r(r(aaaaaappppppppuoaaaar(r(r(r(r(tttttttdr(eeeeeeeeeeeelllllaaaar(r(sssuuuptpppppr(eeeer(r(r(r(sssssssssouuoooooor(lnnnnnnlaaaaaaaaaaassssssstttttpppppppbdbmmmmmmmmmmnboooabr(r(r(r(r(r(aaooooooooar(aaaoolll,242,pptpppr(aaaar(r(r(r(r(aaaaadggoooouuummmnlr(aaaaaabbgguuuoeer(r(r(r(r(aaaaapppppppuoaaaar(r(r(r(r(dtttttddr(eeeeeeeeeeeellllleaaalsssgptpppppr(eeeer(r(r(r(ssssssssuuoooooor(lnnnnnnlaaaaaaaaaaassssssssttttpppppppbdgmmmmmmmmmmnboooor(r(r(r(r(r(r(aoooooooooar(aaaoolll,233,212,203,24,pr(ar(aadunr(aguar(apuar(ellar(pr(er(or(laasstobr(r(ar(al,45,pr(ar(aadunr(aguer(apuar(elaalpr(er(or(laasstor(ar(al,43,25,23,5
s00134,Empaque y envase en la industria de los alimentos,empagiZembaseeleindustr(aelosalimentos,37,kr(r(r(eieeemmmmmmmbbpppppr(aaaaaaaaaar(tpptbr(iiiiiiiiiiiiieeemmmmmmmbbbr(aaaaaaaaaaassssssttddieeeeeeeeeeeeeeggeeeeeeelllndddeeeeeeeennnmnnn~n~n~dllluuuussssstttr(ieeeeeeeeeenligoooossstdddeaeellldddiiiiin~n~n~mmbbr(eeeeeeeennntttttttttttuuuuxxxxxxssssssssssfffft,250,r(r(r(eeeeemmmnmmbbpppppr(aaaaaaaaaar(tpptr(r(iiiiiiiiiiiiieennmmmmmbbr(r(aaaaaaaaaassssssdddeeeeeeeeeeeeeeegr(eeeeeeelllldddeeeeeeeennnmnnn~ndlluuusssssttdgieeeeeeeeeenlggoooossssddeeaeelllddr(iiiiimmmmbbr(eeeeeeeennndtttttttttguuuuxxxxsssssssss,233,218,202,38,r(iembpr(ar(br(iembbr(aasstiegelnddeendusttr(ienigosstdeelimbbr(ennttust,65,r(enmbpr(ar(tr(ienmbbr(r(aasdeegr(eldeenndustiengosdeelimbbr(enndgus,60,36,34,20
s00137,desde hace mucho tiempo viven de la limosna de las palabras,desdeasemutSotiempobibendelalimonaelaspalabr(as,45,dddddddddddeeeaeddddddeieeaaaar(sssttiieeonnmmuuuullZtStStStSriielellr(r(dtttttZiiiiieeaaannnnlppppppppuuuuoooooooooobbbbbbbbiiiiiibbbgiieeeennnnddddeeeelllllaaaeellllliiiimmn~n~n~n~mmbuouuuooor(r(r(r(r(nn~nnnloaaaaadddeeelllllaaaasssssupkppppppaaallllllr(aaaaaaaaaabgggggrr(r(r(r(aaaaar(r(ssssssssssssssssssssssfffff,293,ddgdddddddeeeeoedddddeeeeaaaar(ssssdeeeenmmuuuulltSiieger(r(r(r(dttttdiiiiieeaaennnnlpppppppuuuooooooooooobbbbbbbbiiiiigbbbgiieeeennnnddddeeeellllleaaeellllliiimmn~n~mmbuoouuooor(r(r(r(r(nnnnloaaaaaddeeeelllllaaaassssupppppaaallllllr(aaaaaaaaaar(gggggr(r(r(r(r(aaaaassssssssssssssssssssss,268,251,227,45,deder(stionmutSelelialpubiibiennddeellaelimbor(laaddeellaasupaalr(ar(ar(,66,deder(deenmutSeger(ienpubibiennddeelaelimbor(laaddeellaasupaalr(ar(gr(r(aas,67,34,32,15
s00139,no tiene nada que ver con el título y no debe usarse como tal,notinenadakeber(koneltituloinodebusar(sekomotal,45,ppppllnnmnnnlloaaaddaotttttZiiiiiiidddZZieeeennnndaaaaaaaaaaaaaaaar(r(r(r(ttttZZiioubbgeeeeer(r(r(r(gkkkkkooooodnnnddeeelllllsttttttZZiiiiiiiiiinntttttuuuuuuunlllluuoooooooooooobbpppppppppppppttkkkkkkpppbiiiiiiinnnnndddooooooddddddeeeeer(lluuulluooossstttr(r(r(aaar(r(r(r(r(r(sssttteeeekkkkkkkkooouumbbbuuuuooooopptttttaaaaaaaaaar(llllllllllllllllr(r(nnnn,334,ppppllnnmnnlllooaaddootttttdiiiiiiidddiieeeennnndaaaaaaaaaaaaaaar(r(r(ettttieoubbbeeeeer(r(r(r(gkkkkkoooonnnnddeeellllltttttiiiiiiiiiintttttuuuuuuunlllluoooooooooooobbpppppppppktttggkgppbgiiiiiinnnnndddooooooddddddeeeeelluullooosssstr(r(r(r(aaar(r(r(r(r(r(sssttdeeer(gkkkkkkkooouummbbuuuuooouupptttttaaaaaaaaaar(llllllllllllllllr(r(nln,314,294,273,44,laadiZeenndar(iber(konnddeelstinttuunobindoder(ulossttr(r(ar(stekombotar(,66,laadidienndar(tiber(koonnddeeltinttuunokndodeelulosstr(r(ar(stder(kommbutar(,69,31,36,14
s00142,La agricultura y ganadería de acuerdo con la ordenación general de la economía,lagr(ikultur(iganader(iadeaguer(dokolaor(denasionxener(aldelakonomia,62,bdlllillllllllr(aaaaaaar(r(r(r(r(eer(r(r(r(iiiiiignkkkkkkuuulllllllttttttuuuoor(eeeeeeeeegggieeeeeeeegr(lr(r(aaaaar(ddddddeeeeeeeeobbr(iiiiiiiiiiiiiiiieeeeaaaaaaaaar(r(r(r(r(r(r(r(ttptpdbnnbdddddZieeeeeeggkkkkgggguuuuooor(r(r(r(oooddddoooooookkkkkkoooulilllllooor(eeldddddeeeennnnndleaannnsssssssiiiiiooooooonnkkkkkkgeeeenllddeellr(r(r(r(r(r(aaaar(llllldddr(eeeellllleaaaaagkkkkkkuuooonmmbn~n~n~n~uun~mmmmmmmbbbiiiiiiiiiiieeaaaaaaaaaannnnnnnn,400,bdlllillllllllr(aaaaaaar(r(r(r(r(eer(r(r(r(giiiiggnkkkkkkuuulllllllttttttuuuor(r(eeeeeeeeegggeeeeeeeeegr(lr(r(aaaaar(ddddeeeeeeeeeeobbiiiiiiiiiiiiiiiieeeeaaaaaaaaaar(r(r(r(r(r(r(r(tptpdgnnbdddddgieeeeeegggkkkgggguuuuooor(r(r(eoooddddooooooogkkkkkooounlllr(oooeeellddddeeeennnnnneaaannsssssssiiiiiooooooongkkkkkgeeeelllddeelr(r(r(r(r(r(r(aaaar(llllldddr(eeeellllleaaaaagkkkkkkuuooonmmbmunmmmmmmmbbiiiiiiiiiieeeaaaaaaaaaaolnnnnnn,390,345,339,37,lr(ar(er(igkultur(egegr(r(ar(debr(iar(ieggur(odokolor(eldeenndensionenddeelr(ar(elakuonmbmbbian,82,lr(ar(er(igkultur(egegr(r(ar(debiar(ieggur(odokouneldeenansioneldeelr(ar(elakuonmbunmbbion,79,37,38,12
s00145,Trabajo educativo en las calles de la Ciudad de México: El caracol,tr(abaxuedukatiboenlaskaZesdelasuademexikoelkar(akol,50,ttkppptr(r(r(r(aaaaaaabbbbuoaaaaaaaaaoxxxxxuuuooeedddooooouuukkkkkkkeaaaaaattttttttdr(liiiiiiiiibbbbggguuooooooooooopppppppppppttpppptppppppptktr(eeiendllllllllaaaaassssssstkkkkkkkaaaaaaar(iiiiieeeeeedddddeeelllllaaaar(r(ffffrriiiir(r(aaaaaadddddieeennmmmbbbeeeeeeexxxxxxxxiiiiiiiigkkkkkkkkouuuuouuuooooooupppppppppppppttttttppppkkkr(r(eieegeeelllgbtpppkkkkkkaaaaar(r(r(r(eaaaaatttkkkkkkuuuooooooer(r(r(r(r(lr(r(r(r(r(dd,393,kppptr(r(r(r(aaaaaaabbbbuoaaaaaaaaaxxkuuuooeodddooouuukkkkkkkeaaaaaeddttttttdr(liiiiiiiiibbbbugguuooooooooooopppppppppppptpppptppppppptggr(eeiinnllllllllaaaassssssskkkkkkkaaaaaaar(r(ieeeeeeeeodddddeeellllleaaar(r(r(iiiir(r(aaaaaadddddeeeenmmmbbr(eeeeeeexxxxxiiiiiiggktkkkkkkouuuuouuuooooouupppppppppppttkgkppkggr(r(eeeegeeelllggtpppkkkkkkaaaaar(r(r(r(eaaaaatkkkkkkuuuooooooer(r(r(r(r(lr(r(r(r(r(r(r(,367,347,321,58,tr(r(aboxudukadibguktr(iendlaasstar(ideellar(ir(aadienmbexxikkor(iegelkar(akuer(,71,tr(r(abaxkudukadibugugr(ilaaskar(iodeelar(ir(aaddeenmbbr(exxikkogr(egelkar(akuer(,71,35,34,18
s00147,El morado nos indica que es tiempo de adviento de cuaresma,elmor(adonosindikakestiempodeadbientodekuar(esma,46,pbbbgggeebliimmmmmnigguuooor(rrrr(r(aaaaaaaaddddddddnnnnddoooossssssttiiiiinnnmmmmmmbdddiiiiiiiiiiikkkkkkkeeaaaaer(r(r(tkkkkkieeeeeeessssssttttttttiiiiiiiieeaommmmmmpttttttoooodddddZiiiieeaaeeeer(r(lebbbbbbgiiiiiiieeeeeennnnngttttpttttttooooooooooooooouddddddeeeeeggkkkguuuuooaaar(r(r(r(r(eeeeeeeeeeessssssmmmmmmmmoaaaar(r(r(r(naa,313,pbbbgggeebgimmmmmnlgguuooor(rrrr(r(aaaaaaaaddddddddnnnddoooosssstiiiiinnnmmmmmmbbdbiiiiiiiiiiikkkkkkkeeaaaaer(r(r(gkkkkkeeeeeeeessssssttttttttiiiiiiiieeoommmmmpttttttoooodddddiiiieeeaaeeeer(r(r(ebbbbbbgiiiiiiieeeeeennnnngtttppttttttooooooooooooooouddddddeeeeeggkkkguuuuooeaar(r(r(r(r(eeeeeeeeeeesssssnmmmmmmmoaaaar(r(r(r(eaa,306,269,263,21,eblinigur(aadndosstimbiikar(iesstiommptoZer(egenttodeegguar(esmar(a,62,eggur(aadndosstimbbiikar(esstiommptodier(egenttodeegguar(esmar(a,59,31,28,9
