Id,Text,Correct,CorrSize,Network,NetSize,Memories,MemSize,Cor2Net,Cor2Mem,Mem2Net,NetworkND,NetSizeND,MemoriesND,MemSizeND,Cor2NetND,Cor2MemND,Mem2NetND
s00107,Eso es lo que se refleja,esoeslokesereflexa,18,kpppper(eeeeeeeeeeer(r(sssssssssssr(oooddddeeeeeeelssssr(r(llloooddkkkkkxeeesssssssdeeeellr(rrrrreeeeer(r(ffffffflllbgggieeeeexxxxxxxxxxxxaaaaaaaxxxxxxxxxxaa,148,kppkker(r(eeeeeeeeeer(r(ssssssssssdr(oooodddeeeeeeedssssr(r(llloooddkkkkkxeesssssssdeeeellr(rrrrr(eeeeer(r(ffffffr(llggggeeeeeaexxxxxxeaaaaaaxxxxxxxxaa,139,130,121,21,er(er(odeeloxeesdeelrer(iexax,26,ker(er(odesoxeesdeeler(aexxeax,27,13,16,7
s00109,"Fondo de las Naciones Unidas para la infancia, UNICEF",fondodelanasonesunidaspar(alaimfansiaunisef,42,pppppppoooddfffffffffouoooooooooddnnnndddddooodsssddddeeeellllr(aaaaaadddddddaaasssssssssiiiiudddddeeesssssssssuuur(bdbllliiiiieeeaesssssspppttttaaaaaaar(r(lllddddiiiiiiigpffffffffaaaaaaaanlnnnnnnnnsssffr(iiiiieeeeaaaaaaaaapppppppppkkkggguuuuuummmmmnniiinssssssssstddeeeeeeeeeeenffffffffffffffff,290,ppppppoddfffffffouoooooooooddnnnndddddooodddddeeeellllr(aaaaar(lddddddaaasssssssiiiudddddeeosssssssssuur(ldlllliiiiegeeeesssssdppptttaaaaaaar(r(llldddliiiiiiigfffffffaaaaaaar(llnnnnnnlsssr(iiiiieeeeaaaaaaar(r(dkkkkgguuuuuuummmmmmniiinsssssssstddeeeeeeeeeeer(ffffff,254,256,221,56,pofonndosdeelr(aadassideesubliesspar(ifr(iaguninstdeenf,52,pofonndodeelr(ar(aassideosuliegespar(ifar(iar(guninstder(,51,29,27,12
s00119,Cocinar es un acto de generosidad,kosinaesunaktodexener(osidad,27,ppkkkkkkooooooossssssssssiiiiiiiinnnnnnneeeaaaaaaaaaaaaaaaaaanaaaaaaaaaaadtttdtppppppppgieeer(sssssssuuuuuunnnnnnndddaaaaaaaaaadtppptttr(ooodddddeeeefffxxxxxieennnnnddeeeffr(r(r(r(ooussssssssfiiiiiilddddddr(aaaaaaaaaadddtttttttddddddddaaddd,233,kkkkkkoooooossssssssssiiiiiiinnnnnnlr(eeaaaaaaaaaaaaaaaaaonooaaaaaaaaadddtddbdbgggeeer(sssssssuuuuuunnnnnnnddlaaaaaaaar(adtppptttr(ooodddddeeeefxxxieer(nnnnddeer(r(r(r(r(ooousssssssiiiiilddddddr(aaaaaaaaar(r(ddtttttttddddddddddddd,217,207,191,39,koossinanadier(unndadtr(odexxiennddefr(fir(aadad,44,koossionader(unndlar(adtr(odexxier(ndder(sir(ar(,41,22,20,13
s00125,para una buena parte de las personas no,par(aunabuenapar(teelasper(sonasno,31,pptppppr(aaaarr(r(r(r(r(aaaaagggooouour(nmmmblaaaaabbbbuuuuoar(rr(r(r(r(aaaaaappppppppuoaaaar(r(r(r(r(dttttttddeeeeedeeeeeelllllaaaaasssssppptpppppr(eeeer(r(r(r(sxssssstddoooooooor(r(nnnnnlr(aaaaaaaaaaaxsssssssttpppppppppbbbr(bmmmmmmmmmbloooooobboooooooooooooaoooadlnn,242,pptppppr(aaaar(r(r(r(r(r(aaaaogguoouuuur(nmmmbr(aaaaaobbbuuuuoar(r(r(r(r(r(r(aaaaapppppppooaaar(r(r(r(r(r(r(ttttttdr(eeeeedeeeeeellllr(aaaar(ssssppptpppppr(eeeer(r(r(r(sssstdr(oooooooor(r(nnnnnlr(aaaaaaaaaaossssssstttpppbppbbr(r(lmmmmmmmmnr(r(oooooooboooooooooooooaoooar(lnn,234,214,205,34,pr(ar(agunmblabar(apuar(dedeellaassppr(er(stor(r(aasstbr(mblobad,55,pr(ar(agunmbr(abar(apor(edeelr(ar(sppr(er(str(or(r(aosstbr(obar(,50,31,27,13
s00134,Empaque y envase en la industria de los alimentos,empagiZembaseeleindustr(aelosalimentos,37,eeeeeeeeeenmmmmbpppppppaaaaaaaaaaaapkkkpr(iiiiiiiiiiiiieenmmmmmmbbbbbaaaaaaaaaaasssssssdddieeeeeeeeeeeeeeeeeeeeeeellllllieeeeeeennnnmmnnnnnllluuusssssssttdeeeeeeeeeeelr(r(uoooossssdddeeeellllddiiiiimmmmmbbieeeeeeeeennddpppttttttuuuuggixxxxxssssssssssfpp,250,eeeeeeeeer(r(mmmngbpppppr(aaaaaaaar(ar(kkkkr(iiiiiiiiiiiiieeemmmmmmbbbbbaaaaaaaaaaassssssstddeeeeeeeeeeeeeeeeeeeeeeer(r(r(llllieeeeeeeenmmmmmnnnllluuuusssssssttdr(eeeeeeeeeer(r(r(ooooossssdddeeeellllldiiiiimmmbeeeeeeeeennldtppttttttuuuugggxxsssssssssr(,238,221,209,41,enmbapr(ienmbasdielienstdeelosdeelimbbienndtusp,46,er(pr(ar(ar(iembasstder(ienstr(er(osdeelimbendtur(,42,24,22,18
s00137,desde hace mucho tiempo viven de la limosna de las palabras,desdeasemutSotiempobibendelalimonaelaspalabr(as,45,ddbdddddddeeeeeessddddeeeeaaaar(ssssdeeeeennn~nuuubr(r(r(tStStStSr(iier(edddr(ptttttiiiiiieeaaemmmbppppppppbuuuuuuuuuuuoobbbbbbbbbiiiiiigbbdiieeeennnnddddeeeelllllaaeeeelllliiiimmn~n~n~mmbbbuouuooor(r(r(rrnnnnnloaaaaadddeeeellllaaaassssutppppppppaaar(llllllaaaaaaaaaabbbbor(rr(r(r(aaaaaaassssssssssssssssssssssssffff,293,ddbdddddddeeeeeeddddddeeeeaaaar(ssssteeeeennnuuur(r(r(tSr(iier(elldr(tttttdiiiiiieeaaammmbppppppppguuuuuuuuouoooobbbbbbbbiiiiiigbbdiieeeennnnddddeeeellllleaeeeelllliiiinmn~mmbbbuouuooor(r(r(r(r(nnnnnr(oaaaaadddeeeelllloaaosssstppppppppaaar(lllllr(aaaaaaaaaabbbbor(r(r(r(r(r(aaaaar(sssssssssssssssssssssssf,281,250,239,35,deesder(deenubr(ier(er(tiembobibiennddeellaelimbonlaaddeellaasupar(labor(aas,70,deder(stener(eliambgubibiennddeelaelimbor(aaddeelaosstar(r(abor(ar(,60,31,30,23
s00139,no tiene nada que ver con el título y no debe usarse como tal,notinenadakeber(koneltituloinodebusar(sekomotal,45,pppplnnnnnnllloaaddaaatttttZiiiiiiiddddeeeeennnnllaaaaaaaaaaaaaar(ar(r(aatkptr(Ziigbbbueeeeeer(r(r(gkkkkkdoooodndddeeeelllllsspptttttZiiiiiiiiiiitptttuuuuuunnnlllluuooooooooooopppppppppppppppppppppppppppiiiiiiinnnnndddoooooddddddeeeeeelllllulluuuussssddr(r(aaaar(r(r(r(r(r(ssssddeeeeapkkkkkkoouubmbbbbbuuuuuuppptttttdaaaaaaaaaallllllllllllllllllllnf,334,ppplnnnnnnllr(oaaddaar(tttttgiiiiiilddddeeeeeennnllaaaaaaaaaaaaaar(ar(r(aatkttiigbbbueeeeeer(r(r(gkkkkkdoooodndddeeeelllllsttttttiiiiiiiiiintpttuuuuuulnnllllluoooooooooooppppppppppppppddpppbgiiiiiinnnnndddoooooodddddeeeeeer(llllulluuuosssstdr(r(aaaar(r(r(r(r(r(sssstdeeer(r(kkkkkkkoouuumbbbbbuuuuuopptttttdaaaaaaaaaalllllllllllllllllr(lr(r(r(,319,294,278,43,laadideenlar(ar(atr(ibuer(donddeelsptuunonndodeelulusr(ar(dekombual,61,r(aadar(ideenlar(ar(aktibuer(donddeelstinttunonndoder(ulosstr(r(ar(stder(kombodal,71,32,37,20
s00142,La agricultura y ganadería de acuerdo con la ordenación general de la economía,lagr(ikultur(iganader(iadeaguer(dokolaor(denasionxener(aldelakonomia,62,ndllllllllllleaaaaaaaaadddeeer(r(r(r(iiiiiiipkkkkkguulllllllltttttr(r(uuoor(r(eeeeeeeer(r(iieeeeeeaannnr(r(aaaaadddddddeeeeeeeeeddr(iiiiiiiiiiiiiiiiieeeaaaaaaaaar(r(r(r(r(r(aaddpppbnnndddddddieeeeeeakkkkkgggguuuuooor(r(r(eeodddddooooooobkkkkkoooonnllllloooaar(elddddeeeennnnnddeaennlssssssssiiiiooooooonngkkkkkkeeeennnddieddddr(er(aaaaaellllddddeeeeellllleeeaaaakkkkkguuuoonmmmmmluuuummmmmmmbbbiiiiiiiiin~ieoaaaaaaaaaaaaaannnn,400,dlllllllllllr(aaaaaaaar(r(dr(r(eer(r(r(r(iiiiiiggkkkkkguulllllllltttttr(r(uuoor(r(eeeeeeeer(r(gieeeeeeaennnr(r(aaaaadddddddeeeeeeeeer(r(r(iiiiiiiiiiiiiiiiieeeeaaaaaaar(r(r(r(r(r(r(r(r(ddppbnnndddddddieeeeeeagkkkkkggguuuuooor(r(r(eeoaddddooooooookkkkkoooolllllllooooer(r(lldddeeeennnnldr(eeer(r(sssssssiiiiooooooongkkkkkkeeeennnddeedr(dr(r(er(r(aaaar(llllddddeeeeellllleeeaaaaokkkkguuuoonmmmnr(r(uuuummmmmmmbbiiiiiiiiiieooaaaaaaaaaaaaannnn,393,344,338,47,ndeadder(ikgultr(or(er(iar(aadder(iar(aadndiagur(odokoonlar(eldeennddeensionkenndier(aeldeelaguonumbbian,94,r(ar(er(ikgultr(or(er(ienr(aadder(iar(ndiagur(adokoler(deender(sionkenndder(er(ar(deelaguonumbbian,83,47,38,25
s00145,Trabajo educativo en las calles de la Ciudad de México: El caracol,tr(abaxuedukatiboenlaskaZesdelasuademexikoelkar(akol,50,ppkppttr(r(r(r(r(aaaaaaabbbgoaaaaaaaaaaoxxouuuuueeelllluuuuuuukkkkkkkaeaaaakkkppttptddliiiiiiiiibbbbggguuooooooooooppppppppppppppppppppppppppkkkeeeeennllllllllaaaaasssssssstkkkkkkaaaaaaaeeeeieeeeeeldddddeeellllllaaar(ssfsffr(iiiieeeaaaadddddeeeeeebmmmbbbbeeeeeexxxxxxxxiiiiiiiigkpkkkkkkouuuuouuuooooupppppppppppppppppppppppppppbr(eeeeieeeeelllgppppkkkkkkxeaarr(r(r(r(aaar(akpppkkkkkguuuooooooor(r(r(r(r(lleeiebr(,393,kppttr(r(r(r(r(aaaaaar(bbbuoaaaaaaaaaooouuuuueeellllouuuuuukkkkkkkeeaaaakkktttttddr(iiiiiiiiigbbbggguuooooooooooppppppppppptttppkpkkkeeeeer(lllllllllaaaar(sssssssttkkkkkkaaaaaaeeeeeieeeeeeldddddeeellllllaaar(ssiiiiggeaaaadddddeeeeeer(bmmbbbbeeeeeeexxxxxxiiiiiiikktkkkkkkouuuuouuuooooogpppppppppppppttkppkbr(r(eeeeeeeeeelllggpppkkkkkkeeaar(r(r(r(r(aar(r(r(kkppkkkkkkuuuooooooor(r(r(r(r(r(lr(eeer(r(,367,347,323,71,tr(r(agoxuelkadibgukenlaasstieldeellar(iaddembexxikkobr(ielxear(ar(agulibr(,68,tr(r(ar(aelakr(ibguker(lar(stieldeellar(sigadder(mbexxiikkobr(elar(ar(kur(er(,64,34,36,22
s00147,El morado nos indica que es tiempo de adviento de cuaresma,elmor(adonosindikakestiempodeadbientodekuar(esma,46,pppr(r(eeeer(liiimmmmimbbbuuooor(r(r(r(r(aaaaaaaaaddddddddnnnddoooosssssssfiiiiinnnnnmmmbdddddiiiiiiiiiikkkkkkkeeeeaaeeakkkkkkkeeeeeeer(sssssssfttttttiiiiiiiieeemmmmmmppttptttoooodddddiiiiieeeeeeeeeddpppbbbbiiiiiiiieeeeaennnnnppppppttttttooooooodooooooodddddddeeeeegggkkguuuuooaaar(r(r(r(eeeeeeeeeeeessssssmmmmmmmmboaaar(r(naaaa,313,pkr(r(eeeer(r(iiimmmmmbbbuuooor(r(r(r(r(aaaaaaaaddddddddoonlldoooossssseiiiinnnnmmnmbdddddiiiiiiiiiikkkkkkkeeeeaaeer(kkkkkkkeeeeeeer(sssssstttttiiiiiiiieeemmmmmpttttttoooodddddiiiiieeeeeeeeedddppbbbbiiiiiiiieeeeeennnnnpppppttttttooooooodooooooodddddddeeeeeggkkkguuuuooaaar(r(r(r(eeeeeeeeeeeessssmmmmmmmr(oaaar(r(laaaa,299,269,255,31,pr(er(imimbor(aadndosfimbiikaker(tiemptodibbienttododeegguar(esmbar(a,63,r(er(imbor(aadondosimbiikar(er(stiemptodibbienttododeegguar(esar(la,60,28,24,10
